"","taxa","family","genus","lme","rank","survey","source","type.length","level_inferred","b","a"
"605","Pagellus erythrinus","Sparidae","Pagellus",24,"Species","EVHOE","fb","TL","spe-FAO",2.94500003542219,0.0153571431125913
"606","Pleuronectes platessa","Pleuronectidae","Pleuronectes",24,"Species","EVHOE","fb","TL","spe-FAO",3.12099993228912,0.00778000010177493
"607","Helicolenus dactylopterus","Sebastidae","Helicolenus",24,"Species","EVHOE","fb","TL","spe-FAO",3.10075002908707,0.0112000000663102
"608","Scorpaena loppei","Scorpaenidae","Scorpaena",24,"Species","EVHOE","fb","TL","spe-FAO",3.31900000572205,0.0094500002451241
"609","Beryx splendens","Berycidae","Beryx",24,"Species","EVHOE","fb","TL","spe-Ocean",3.1010000705719,0.00870000012218952
"610","Chimaera monstrosa","Chimaeridae","Chimaera",24,"Species","EVHOE","fb","TL","spe-FAO",3.27049994468689,0.00387000006594462
"611","Enchelyopus cimbrius","Lotidae","Enchelyopus",24,"Species","EVHOE","fb","TL","spe-FAO",3.10599994659424,0.00350000010803342
"612","Lesueurigobius friesii","Gobiidae","Lesueurigobius",24,"Species","EVHOE","fb","TL","spe-FAO",3.51500010490417,0.00257000001147389
"613","Ammodytes tobianus","Ammodytidae","Ammodytes",24,"Species","EVHOE","fb","TL","spe-FAO",2.55999994277954,0.00980000011622906
"614","Microstomus kitt","Pleuronectidae","Microstomus",24,"Species","EVHOE","fb","TL","spe-FAO",3.04499995708466,0.0087500000372529
"615","Molva molva","Lotidae","Molva",24,"Species","EVHOE","fb","TL","spe-FAO",3.43600010871887,0.00100000004749745
"616","Pegusa lascaris","Soleidae","Pegusa",24,"Species","EVHOE","fb","TL","spe-FAO",3.16500008106232,0.00690000015310943
"617","Pollachius pollachius","Gadidae","Pollachius",24,"Species","EVHOE","fb","TL","spe-FAO",3.10833334922791,0.00595333334058523
"618","Balistes capriscus","Balistidae","Balistes",24,"Species","EVHOE","fb","TL","spe-FAO",2.71266667048136,0.0884333327412605
"619","Leucoraja fullonica","Rajidae","Leucoraja",24,"Species","EVHOE","fb","TL","gen-FAO",3.31100002924601,0.00191666667039196
"620","Raja undulata","Rajidae","Raja",24,"Species","EVHOE","fb","TL","spe-FAO",3.06799999872843,0.00551333340505759
"621","Phrynorhombus norvegicus","Scophthalmidae","Phrynorhombus",24,"Species","EVHOE","fb","TL","spe-FAO",2.90499997138977,0.016100000590086
"622","Chelon labrosus","Mugilidae","Chelon",24,"Species","EVHOE","fb","TL","spe-FAO",3.07299995422363,0.00902333358923594
"623","Dasyatis pastinaca","Dasyatidae","Dasyatis",24,"Species","EVHOE","fb","TL","spe-Ocean",2.73213996887207,0.0320799998939037
"624","Symphodus bailloni","Labridae","Symphodus",24,"Species","EVHOE","fb","TL","spe-FAO",3.11349999904633,0.0127499997615814
"625","Melanogrammus aeglefinus","Gadidae","Melanogrammus",24,"Species","EVHOE","fb","TL","spe-Ocean",3.1416086839593,0.00596956520989213
"626","Raja brachyura","Rajidae","Raja",24,"Species","EVHOE","fb","TL","spe-FAO",3.18250000476837,0.00351499998942018
"627","Gadus morhua","Gadidae","Gadus",24,"Species","EVHOE","fb","TL","spe-FAO",3.08440003395081,0.007181999925524
"628","Galeorhinus galeus","Triakidae","Galeorhinus",24,"Species","EVHOE","fb","TL","spe-Ocean",2.97075710977827,0.00801428572906713
"629","Molva macrophthalma","Lotidae","Molva",24,"Species","EVHOE","fb","TL","gen-FAO",3.43600010871887,0.00100000004749745
"630","Dipturus","Rajidae","Dipturus",24,"Genus","EVHOE","fb","TL","gen-FAO",3.53900003433228,0.00047999998787418
"631","Hippoglossoides platessoides","Pleuronectidae","Hippoglossoides",24,"Species","EVHOE","fb","TL","spe-FAO",3.2039999961853,0.00439999997615814
"632","Trisopterus esmarkii","Gadidae","Trisopterus",24,"Species","EVHOE","fb","TL","spe-FAO",3,0.00680000009015203
"633","Glyptocephalus cynoglossus","Pleuronectidae","Glyptocephalus",24,"Species","EVHOE","fb","TL","spe-FAO",3.23500001430511,0.00275000010151416
"634","Limanda limanda","Pleuronectidae","Limanda",24,"Species","EVHOE","fb","TL","spe-FAO",3.10099997520447,0.00776200005784631
"635","Agonus cataphractus","Agonidae","Agonus",24,"Species","EVHOE","fb","TL","spe-Ocean",2.7404500246048,0.0150000001303852
"636","Raja montagui","Rajidae","Raja",24,"Species","EVHOE","fb","TL","spe-FAO",3.27050006389618,0.00235500000417233
"637","Tetronarce nobiliana","Torpedinidae","Tetronarce",24,"Species","EVHOE","fb","TL","spe-FAO",2.86500000953674,0.0317699983716011
"638","Scophthalmus rhombus","Scophthalmidae","Scophthalmus",24,"Species","EVHOE","fb","TL","spe-FAO",3.01591670513153,0.0153250001603737
"639","Anguilla anguilla","Anguillidae","Anguilla",24,"Species","EVHOE","fb","TL","spe-FAO",3.05780488688771,0.00254602437869436
"640","Arnoglossus thori","Bothidae","Arnoglossus",24,"Species","EVHOE","fb","TL","spe-FAO",3.085666735967,0.0126000000163913
"641","Pagellus acarne","Sparidae","Pagellus",24,"Species","EVHOE","fb","TL","spe-FAO",3.09699999202381,0.0109463636340065
"642","Umbrina canariensis","Sciaenidae","Umbrina",24,"Species","EVHOE","fb","TL","spe-FAO",3.21000003814697,0.0082999998703599
"643","Argentina","Argentinidae","Argentina",25,"Genus","EVHOE","fb","TL","gen-FAO",3.18159999847412,0.00375999992247671
"644","Merluccius merluccius","Merlucciidae","Merluccius",25,"Species","EVHOE","fb","TL","spe-FAO",3.06889998912811,0.00578580009751022
"645","Callionymus","Callionymidae","Callionymus",25,"Genus","EVHOE","fb","TL","gen-FAO",2.57807144096919,0.0336242858320475
"646","Scyliorhinus canicula","Scyliorhinidae","Scyliorhinus",25,"Species","EVHOE","fb","TL","spe-FAO",3.17112505435944,0.00186124999163439
"647","Lophius piscatorius","Lophiidae","Lophius",25,"Species","EVHOE","fb","TL","spe-FAO",2.92016661167145,0.0226983334093044
"648","Scomber scombrus","Scombridae","Scomber",25,"Species","EVHOE","fb","TL","spe-FAO",3.14799996784755,0.00553000004895564
"649","Lepidorhombus whiffiagonis","Scophthalmidae","Lepidorhombus",25,"Species","EVHOE","fb","TL","spe-FAO",3.13676247000694,0.00423124991357327
"650","Micromesistius poutassou","Gadidae","Micromesistius",25,"Species","EVHOE","fb","TL","spe-FAO",3.31183330217997,0.00267333331673096
"651","Bathysolea profundicola","Soleidae","Bathysolea",25,"Species","EVHOE","fb","TL","fam-FAO",3.08244706602658,0.00902630000457387
"652","Conger conger","Congridae","Conger",25,"Species","EVHOE","fb","TL","spe-FAO",3.23628572055272,0.000925571441517345
"653","Gadiculus argenteus","Gadidae","Gadiculus",25,"Species","EVHOE","fb","TL","spe-FAO",3.32133332888285,0.00417666664967934
"654","Galeus melastomus","Pentanchidae","Galeus",25,"Species","EVHOE","fb","TL","spe-FAO",3.09900002479553,0.00199199996422976
"655","Lepidorhombus boscii","Scophthalmidae","Lepidorhombus",25,"Species","EVHOE","fb","TL","spe-FAO",3.07236251235008,0.0113375000655651
"656","Malacocephalus laevis","Macrouridae","Malacocephalus",25,"Species","EVHOE","fb","TL","spe-FAO",2.97150003910065,0.341374990704935
"657","Microchirus variegatus","Soleidae","Microchirus",25,"Species","EVHOE","fb","TL","spe-FAO",3.12799996137619,0.00996749993646517
"658","Phycis blennoides","Phycidae","Phycis",25,"Species","EVHOE","fb","TL","spe-FAO",3.22157141140529,0.00510999989429755
"659","Trachurus trachurus","Carangidae","Trachurus",25,"Species","EVHOE","fb","TL","spe-FAO",2.98509090596979,0.0101099999367513
"660","Chelidonichthys cuculus","Triglidae","Chelidonichthys",25,"Species","EVHOE","fb","TL","spe-FAO",3.10316665967306,0.00822500015298525
"661","Trisopterus luscus","Gadidae","Trisopterus",25,"Species","EVHOE","fb","TL","spe-FAO",3.19577778710259,0.00780111119254596
"662","Molva molva","Lotidae","Molva",25,"Species","EVHOE","fb","TL","spe-FAO",3.43600010871887,0.00100000004749745
"663","Lophius budegassa","Lophiidae","Lophius",25,"Species","EVHOE","fb","TL","spe-FAO",2.91574996709824,0.0365024999482557
"664","Capros aper","Caproidae","Capros",25,"Species","EVHOE","fb","TL","spe-FAO",2.81924992799759,0.0299174997489899
"665","Helicolenus dactylopterus","Sebastidae","Helicolenus",25,"Species","EVHOE","fb","TL","spe-FAO",3.10075002908707,0.0112000000663102
"666","Trigla lyra","Triglidae","Trigla",25,"Species","EVHOE","fb","TL","spe-FAO",3.06400001049042,0.0110200000926852
"667","Sardina pilchardus","Clupeidae","Sardina",25,"Species","EVHOE","fb","TL","spe-FAO",3.1022125184536,0.00711875013075769
"668","Eutrigla gurnardus","Triglidae","Eutrigla",25,"Species","EVHOE","fb","TL","spe-FAO",3.22724997997284,0.00480000005336478
"669","Arnoglossus laterna","Bothidae","Arnoglossus",25,"Species","EVHOE","fb","TL","spe-FAO",3.22574996948242,0.00526499998522922
"670","Zeus faber","Zeidae","Zeus",25,"Species","EVHOE","fb","TL","spe-FAO",3.02000001498631,0.016679999950741
"671","Macroramphosus scolopax","Centriscidae","Macroramphosus",24,"Species","EVHOE","fb","TL","spe-FAO",2.88499999046326,0.012799999754255
"672","Blennius ocellaris","Blenniidae","Blennius",24,"Species","EVHOE","fb","TL","spe-FAO",2.93650007247925,0.0153999999165535
"673","Belone belone","Belonidae","Belone",24,"Species","EVHOE","fb","TL","spe-FAO",3.09733327229818,0.00098333335093533
"674","Serranus hepatus","Serranidae","Serranus",24,"Species","EVHOE","fb","TL","spe-FAO",3.05924999713898,0.0165624999208376
"675","Scorpaena scrofa","Scorpaenidae","Scorpaena",24,"Species","EVHOE","fb","TL","spe-FAO",3.00700008869171,0.0190500002354383
"676","Coryphaenoides rupestris","Macrouridae","Coryphaenoides",24,"Species","EVHOE","fb","TL","gen-Ocean",2.48669993877411,0.0196850001811981
"677","Lampanyctus crocodilus","Myctophidae","Lampanyctus",24,"Species","EVHOE","fb","TL","spe-FAO",2.98000001907349,0.00510000018402934
"678","Pagellus","Sparidae","Pagellus",24,"Genus","EVHOE","fb","TL","gen-FAO",3.04926087545312,0.0124565217562992
"679","Callionymus lyra","Callionymidae","Callionymus",25,"Species","EVHOE","fb","TL","spe-FAO",2.496333360672,0.0454444447532296
"680","Trachinus draco","Trachinidae","Trachinus",25,"Species","EVHOE","fb","TL","spe-FAO",3.13050001859665,0.0063212500026566
"681","Balistes capriscus","Balistidae","Balistes",25,"Species","EVHOE","fb","TL","spe-FAO",2.71266667048136,0.0884333327412605
"682","Boops boops","Sparidae","Boops",25,"Species","EVHOE","fb","TL","spe-FAO",2.97642857687814,0.0101614286457854
"683","Chelon","Mugilidae","Chelon",25,"Genus","EVHOE","fb","TL","gen-FAO",3.02244999408722,0.00962350000627339
"684","Chelidonichthys lucerna","Triglidae","Chelidonichthys",25,"Species","EVHOE","fb","TL","spe-FAO",2.99620001316071,0.0101169999223202
"685","Engraulis encrasicolus","Engraulidae","Engraulis",25,"Species","EVHOE","fb","TL","spe-FAO",3.19062858309065,0.00410428573710046
"686","Dicologlossa cuneata","Soleidae","Dicologlossa",25,"Species","EVHOE","fb","TL","spe-FAO",3.04183332125346,0.00726836667551349
"687","Macrourus berglax","Macrouridae","Macrourus",25,"Species","EVHOE","fb","TL","spe-FAO",2.93849992752075,0.0122299999929965
"688","Xiphias gladius","Xiphiidae","Xiphias",25,"Species","EVHOE","fb","TL","spe-Ocean",3.64000010490417,0.000490000005811453
"689","Acantholabrus palloni","Labridae","Acantholabrus",25,"Species","EVHOE","fb","TL","spe-Ocean",3.07399988174438,0.0108000002801418
"690","Solea solea","Soleidae","Solea",25,"Species","EVHOE","fb","TL","spe-FAO",3.07042000293732,0.007413399964571
"691","Serranus cabrilla","Serranidae","Serranus",24,"Species","EVHOE","fb","TL","spe-FAO",2.80222499370575,0.0259249993832782
"692","Labrus bergylta","Labridae","Labrus",24,"Species","EVHOE","fb","TL","spe-FAO",3,0.0144999995827675
"693","Syngnathus","Syngnathidae","Syngnathus",24,"Genus","EVHOE","fb","TL","gen-FAO",3.24999995231628,0.000286920000507962
"694","Chelidonichthys lastoviza","Triglidae","Chelidonichthys",24,"Species","EVHOE","fb","TL","spe-FAO",2.98116664091746,0.0106533332727849
"695","Mustelus","Triakidae","Mustelus",24,"Genus","EVHOE","fb","TL","gen-FAO",3.1599999666214,0.00200000003678724
"696","Gobius","Gobiidae","Gobius",24,"Genus","EVHOE","fb","TL","gen-FAO",3.08200001716614,0.0110571428335139
"697","Pagellus bogaraveo","Sparidae","Pagellus",24,"Species","EVHOE","fb","TL","spe-FAO",3.09019999504089,0.0117179997265339
"698","Acantholabrus palloni","Labridae","Acantholabrus",24,"Species","EVHOE","fb","TL","spe-Ocean",3.07399988174438,0.0108000002801418
"699","Etmopterus spinax","Etmopteridae","Etmopterus",24,"Species","EVHOE","fb","TL","spe-FAO",3.13499999046326,0.00282333333355685
"700","Dicentrarchus punctatus","Moronidae","Dicentrarchus",24,"Species","EVHOE","fb","TL","spe-FAO",3.44000005722046,0.00176000001374632
"701","Gymnammodytes semisquamatus","Ammodytidae","Gymnammodytes",24,"Species","EVHOE","fb","TL","gen-Ocean",3.30699992179871,0.00120000005699694
"702","Deania calcea","Centrophoridae","Deania",24,"Species","EVHOE","fb","TL","gen-Ocean",3.10249996185303,0.00339499994879588
"703","Gaidropsarus macrophthalmus","Lotidae","Gaidropsarus",24,"Species","EVHOE","fb","TL","spe-FAO",2.95000004768372,0.00633999984711409
"704","Myliobatis aquila","Myliobatidae","Myliobatis",24,"Species","EVHOE","fb","TL","spe-Ocean",3.16999995708466,0.0103499998513144
"705","Solea senegalensis","Soleidae","Solea",24,"Species","EVHOE","fb","TL","spe-FAO",3.07833337783813,0.0077433333111306
"706","Deania calcea","Centrophoridae","Deania",25,"Species","EVHOE","fb","TL","gen-Ocean",3.10249996185303,0.00339499994879588
"707","Argyropelecus olfersii","Sternoptychidae","Argyropelecus",25,"Species","EVHOE","fb","TL","spe-Ocean",3,0.0187928676605225
"708","Etmopterus spinax","Etmopteridae","Etmopterus",25,"Species","EVHOE","fb","TL","spe-FAO",3.13499999046326,0.00282333333355685
"709","Gaidropsarus biscayensis","Lotidae","Gaidropsarus",25,"Species","EVHOE","fb","TL","gen-FAO",3.10366670290629,0.00645000006382664
"710","Notoscopelus kroyeri","Myctophidae","Notoscopelus",25,"Species","EVHOE","fb","TL","fam-FAO",2.98000001907349,0.00510000018402934
"711","Xenodermichthys copei","Alepocephalidae","Xenodermichthys",25,"Species","EVHOE","fb","TL","spe-Ocean",3,0.00587228033691645
"712","Hexanchus griseus","Hexanchidae","Hexanchus",24,"Species","EVHOE","fb","TL","spe-Ocean",3,0.0134958401322365
"713","Molva macrophthalma","Lotidae","Molva",25,"Species","EVHOE","fb","TL","gen-FAO",3.43600010871887,0.00100000004749745
"714","Argyropelecus hemigymnus","Sternoptychidae","Argyropelecus",25,"Species","EVHOE","fb","TL","spe-Ocean",3.58999991416931,0.00419999985024333
"715","Argyropelecus olfersii","Sternoptychidae","Argyropelecus",24,"Species","EVHOE","fb","TL","spe-Ocean",3,0.0187928676605225
"716","Beryx decadactylus","Berycidae","Beryx",24,"Species","EVHOE","fb","TL","spe-Ocean",2.95000004768372,0.0173197314143181
"717","Mora moro","Moridae","Mora",24,"Species","EVHOE","fb","TL","spe-FAO",3.36999988555908,0.00240000011399388
"718","Xenodermichthys copei","Alepocephalidae","Xenodermichthys",24,"Species","EVHOE","fb","TL","spe-Ocean",3,0.00587228033691645
"719","Polymetme corythaeola","Phosichthyidae","Polymetme",24,"Species","EVHOE","fb","TL","spe-FAO",3.1159999370575,0.00337000004947186
"720","Gaidropsarus biscayensis","Lotidae","Gaidropsarus",24,"Species","EVHOE","fb","TL","gen-FAO",3.10366670290629,0.00645000006382664
"721","Ctenolabrus rupestris","Labridae","Ctenolabrus",24,"Species","EVHOE","fb","TL","spe-FAO",3,0.0122999995946884
"722","Ciliata","Lotidae","Ciliata",24,"Genus","EVHOE","fb","TL","gen-FAO",3,0.0063999998383224
"723","Macrourus berglax","Macrouridae","Macrourus",24,"Species","EVHOE","fb","TL","spe-FAO",2.93849992752075,0.0122299999929965
"724","Hymenocephalus italicus","Macrouridae","Hymenocephalus",24,"Species","EVHOE","fb","TL","spe-Ocean",2.45000004768372,0.00769999995827675
"725","Synaphobranchus kaupii","Synaphobranchidae","Synaphobranchus",24,"Species","EVHOE","fb","TL","spe-Ocean",3.17750000953674,0.000704999984009191
"726","Rajella bathyphila","Rajidae","Rajella",24,"Species","EVHOE","fb","TL","gen-Ocean",3,0.0048686983063817
"727","Maurolicus muelleri","Sternoptychidae","Maurolicus",24,"Species","EVHOE","fb","TL","spe-Ocean",3.96099996566772,0.00164000003132969
"728","Gaidropsarus mediterraneus","Lotidae","Gaidropsarus",24,"Species","EVHOE","fb","TL","spe-Ocean",3.10149999459585,0.00536833327108373
"729","Raja microocellata","Rajidae","Raja",24,"Species","EVHOE","fb","TL","spe-FAO",3.11700010299683,0.00493999989703298
"730","Lepidopus caudatus","Trichiuridae","Lepidopus",24,"Species","EVHOE","fb","TL","spe-FAO",3.20080003738403,0.00035260000731796
"731","Myctophidae","Myctophidae",NA,24,"Family","EVHOE","fb","TL","fam-FAO",2.98000001907349,0.00510000018402934
"732","Diplodus sargus","Sparidae","Diplodus",24,"Subspecies","EVHOE","fb","TL","spe-FAO",3.06204998493195,0.0155978573353163
"733","Scyliorhinus stellaris","Scyliorhinidae","Scyliorhinus",24,"Species","EVHOE","fb","TL","spe-Ocean",3.16700005531311,0.0020000000949949
"734","Zeugopterus punctatus","Scophthalmidae","Zeugopterus",24,"Species","EVHOE","fb","TL","spe-FAO",3.14599990844727,0.0138999996706843
"735","Centrolabrus exoletus","Labridae","Centrolabrus",24,"Species","EVHOE","fb","TL","spe-FAO",3.23000001907349,0.00488499994389713
"736","Raniceps raninus","Gadidae","Raniceps",24,"Species","EVHOE","fb","TL","spe-Ocean",3.26699995994568,0.00620000017806888
"737","Trisopterus minutus","Gadidae","Trisopterus",25,"Species","EVHOE","fb","TL","spe-FAO",3.06124997138977,0.00767500011716038
"738","Myctophidae","Myctophidae",NA,25,"Family","EVHOE","fb","TL","fam-FAO",2.98000001907349,0.00510000018402934
"739","Pollachius virens","Gadidae","Pollachius",24,"Species","EVHOE","fb","TL","spe-Ocean",3.04306878149509,0.00844562509155367
"740","Lamna nasus","Lamnidae","Lamna",24,"Species","EVHOE","fb","TL","spe-FAO",2.59450006484985,0.0804999992251396
"741","Dipturus oxyrinchus","Rajidae","Dipturus",24,"Species","EVHOE","fb","TL","spe-FAO",3.53900003433228,0.00047999998787418
"742","Dalatias licha","Dalatiidae","Dalatias",24,"Species","EVHOE","fb","TL","spe-Ocean",3,0.0116999996826053
"743","Polyprion americanus","Polyprionidae","Polyprion",24,"Species","EVHOE","fb","TL","spe-FAO",2.68799996376038,0.00667000003159046
"744","Scorpaena porcus","Scorpaenidae","Scorpaena",24,"Species","EVHOE","fb","TL","spe-FAO",2.98006669680277,0.0206333336730798
"745","Lesueurigobius friesii","Gobiidae","Lesueurigobius",25,"Species","EVHOE","fb","TL","spe-FAO",3.51500010490417,0.00257000001147389
"746","Squalus acanthias","Squalidae","Squalus",25,"Species","EVHOE","fb","TL","spe-Ocean",3.05726924309364,0.00471846156198388
"747","Cepola macrophthalma","Cepolidae","Cepola",25,"Species","EVHOE","fb","TL","spe-FAO",2.08899998664856,0.0198500002734363
"748","Labrus mixtus","Labridae","Labrus",25,"Species","EVHOE","fb","TL","spe-FAO",3.25699996948242,0.00499999988824129
"749","Raja clavata","Rajidae","Raja",25,"Species","EVHOE","fb","TL","spe-FAO",3.22740001678467,0.00259400003124028
"750","Echiodon drummondii","Carapidae","Echiodon",25,"Species","EVHOE","fb","TL","spe-Ocean",3,0.000592592579778284
